constructorId,year,diffPCT,Z_Score,robustZ,color,edgecolor,rankPCT,rankZScore,rankRobustZ
minardi,1985,40.19973696882073,2.388778142232801,3.731341828507862,skyblue,grey,938,926,924
aston-butterworth,1952,34.93605194510723,2.304481840279666,1.2263468354119913,gray,black,937,924,818
alta,1951,32.84684606660004,1.8994523817255784,1.5714199609082378,gray,black,936,913,844
de-tomaso,1963,26.530266028696662,3.787977677487753,6.187719576067895,gray,black,935,937,936
maki,1976,24.246819758738482,4.687676356576074,22.059815427587466,gray,black,934,938,938
heck,1953,23.61432112906909,1.8347183302792291,1.8321273821243684,gray,black,933,909,871
kurtis-kraft,1959,23.11122790490195,1.94172444600102,4.565783602610798,gray,black,932,915,928
coloni,1989,23.000244442994795,1.5268182758350144,1.221237056931108,gray,black,931,891,816
cooper,1955,21.89049035630589,3.4346216606191398,4.364351973083851,gray,black,930,934,927
enb,1962,21.13479383471023,1.3558076326907393,1.5978710980958455,gray,black,929,867,849
stebro,1963,19.9005833987788,2.8862183314935366,5.038842732560446,gray,black,928,930,932
simca-gordini,1953,19.38420660354291,1.8035152814920403,2.233169726087573,gray,black,927,907,889
de-tomaso,1962,17.792310054496365,0.061062874173045845,4.991231620126805,gray,black,926,584,931
greifzu,1953,17.762370478852354,0.973378464628391,0.992601649584351,gray,black,925,807,792
veritas,1953,17.59937649554384,0.8525582407217012,1.3071248228863803,gray,black,924,788,824
tec-mec,1959,17.33345012712417,1.196850148719324,3.216802083657608,gray,black,923,843,914
scirocco,1964,17.2681803262992,3.2487959068908507,4.339609742361343,gray,black,922,931,926
maserati,1951,17.204944863581368,0.7624222514863401,0.6637845569452206,gray,black,921,766,727
osca,1951,16.84223944098747,0.8586103270843691,0.47696132277273523,gray,black,920,789,690
lola,1968,16.718037495815455,1.2076247225572552,0.9717534395551978,gray,black,919,845,789
emw,1953,16.31188698435419,0.7598839680140806,0.78451407485221,gray,black,918,763,757
veritas,1951,15.482642707555469,0.8087592740584079,0.5781349366942244,gray,black,917,775,712
hwm,1955,15.390068090926064,3.2933024464086857,5.216061873285669,gray,black,916,933,935
hwm,1954,15.320263254366267,1.3634978408046128,2.1189190840160963,gray,black,915,869,883
afm,1953,15.162386729854795,1.2358031629436055,1.6596179990490159,gray,black,914,851,857
klenk,1954,14.805035081889883,1.8618745667148329,3.0689329556185085,gray,black,913,911,909
simca-gordini,1952,14.012012626968126,1.1268507101055418,1.0904267278204955,gray,black,912,834,800
connaught,1959,13.944561238235282,0.7599527243521752,2.4255725388869864,gray,black,911,764,898
eagle,1969,13.838574640946552,1.1195140284790974,3.3724537973829762,gray,black,910,831,919
hwm,1951,13.430044888440651,0.4940596607594791,0.2355364556902396,gray,black,909,715,621
kauhsen,1979,13.059442721984576,3.6370975183147833,5.184101866640305,gray,black,908,936,933
behra-porsche,1960,12.7046586595972,0.9257189703998691,1.2886847611261552,gray,black,907,798,822
alta,1950,12.575902658678078,1.442227077079524,2.4543969303176105,gray,black,906,877,899
lola,1997,12.261951386230203,2.578252777522776,4.626146320643946,gray,black,905,928,929
gilby,1963,12.226863584471507,1.0177105756006133,2.098415696149407,gray,black,904,812,881
era,1951,12.150521114955936,-0.01892480086669413,0.03587716805726571,gray,black,903,553,553
jbw,1961,11.760073391661463,1.5266338535808326,1.4501551328746796,gray,black,902,890,832
osca,1958,11.556112276093835,1.4527324798886632,1.3677173733830958,gray,black,901,880,829
ags,1987,11.536098742922011,1.8539294066717908,1.8272357118665936,gray,black,900,910,870
bugatti,1956,11.317552008277831,1.181711927778553,0.8672024050413367,gray,black,899,840,776
spirit,1985,11.188745802429379,1.891375368255745,2.9164227738658886,gray,black,898,912,906
emeryson,1956,11.13929273084974,1.0191535067898605,0.8243775949158386,gray,black,897,813,768
gilby,1962,11.091601873040414,0.013592039076606485,1.5146175338726273,gray,black,896,565,838
coloni,1987,11.007321321239719,1.5425796479524858,1.1069302702449995,gray,black,895,892,801
connaught,1958,10.728602125006953,1.1086575584465699,2.524656384429756,gray,black,894,827,900
talbot-lago,1951,10.67787152955981,0.03918216649511519,-0.03587716805726571,gray,black,893,573,508
simca-gordini,1951,10.406980313016208,-0.0372015218653341,-0.06327614402074601,gray,black,892,544,497
cooper,1956,10.149193720948748,0.8276347269904234,0.6744907594765952,gray,black,891,780,728
porsche,1964,10.141303708727085,1.4275673780949285,2.099610013563266,gray,black,890,875,882
veritas,1952,10.132429244598569,1.3635648197032209,1.3040154683214173,gray,black,889,870,823
maki,1975,10.108436365153892,3.2623841971805048,3.3773770875981337,gray,black,888,932,920
ags,1986,10.045513410444384,1.5579458676573381,1.8202638386584504,gray,black,887,893,868
emeryson,1962,9.959480698898107,1.1875011923497383,2.6136516929718066,gray,black,886,841,904
maserati,1959,9.945493686582259,1.3566071091390457,3.5410764872521248,gray,black,885,868,921
osella,1985,9.933041751420873,1.6733180606156823,3.272900929788486,gray,black,884,899,916
scirocco,1963,9.852237080171461,1.139216372383169,1.4988683543924337,gray,black,883,836,836
gordini,1956,9.710341593445637,0.4108450941893489,0.8431134493457441,gray,black,882,696,770
porsche,1960,9.69212513904752,0.14207854182472282,0.3576159060312149,gray,black,881,613,656
osella,1987,9.682951785937819,1.3238858705896352,1.0559540474158924,gray,black,880,865,798
osella,1986,9.457659382687524,1.5932527809047037,1.7988200733863904,gray,black,879,895,867
hwm,1953,9.424160272902162,0.28145695978176527,0.325310245511523,gray,black,878,658,646
connaught,1954,9.382225388617558,0.31434730673096545,0.5058680696074465,gray,black,876,670,696
cooper,1954,9.382225388617558,0.31434730673096545,0.5058680696074465,gray,black,877,671,697
de-tomaso,1961,9.228105546874984,1.409082851517731,3.288473085173635,gray,black,875,873,918
porsche,1959,9.190461505972898,1.3082945488721247,3.126005250651143,gray,black,874,862,911
cooper,1969,9.190160764427777,2.4991733057630356,8.633481721300418,gray,black,873,927,937
maserati,1960,8.776099667708827,1.1898843765155551,1.567931596260208,gray,black,872,842,843
porsche,1963,8.672724983506143,0.9861030336518496,1.788422468309154,gray,black,871,809,866
connaught,1953,8.56214330679585,-0.009692189516836433,-0.04402925791027774,gray,black,870,558,501
era,1952,8.539400559889046,0.4309652578635625,0.13489815189531904,gray,black,869,702,589
spirit,1984,8.411986840901035,1.4937174951939598,1.7386250007838895,gray,black,868,886,864
march,1987,8.408458540199542,0.9852358341822682,0.8521834639457808,steelblue,gold,867,808,774
connew,1972,8.398454780831655,3.506129029381013,4.8602405793382095,gray,black,866,935,930
merzario,1979,8.250253518215958,2.3114356779486758,2.4202305043319567,gray,black,865,925,897
emeryson,1961,8.175224059154166,1.5823471943366143,1.6974684113494312,gray,black,864,894,861
porsche,1958,8.173937709350009,1.2570701502324464,3.8191622257968345,gray,black,863,855,925
apollon,1977,8.1629754447635,2.729101236933296,5.211974050500963,gray,black,862,929,934
andrea-moda,1992,8.144428356747436,1.5935237635664474,2.2337289736349235,dimgray,black,861,896,890
lds,1965,8.061207985055317,0.9506371393990805,0.8903278025091056,gray,black,860,803,781
forti,1995,8.007442768002175,1.2443161982873039,1.6314129113511036,ghostwhite,darkgreen,859,853,853
lds,1962,8.004618486741625,0.9899959008067101,1.551328746796169,gray,black,858,810,840
pacific,1994,7.981707330909146,1.8045437993753635,3.0631862836359245,silver,violet,857,908,908
zakspeed,1985,7.947256434309269,1.1107936493815864,2.294839317975104,gray,black,856,829,891
protos,1967,7.915192756965876,0.5361380720580111,0.8059172677569612,gray,black,855,728,760
hrt,2011,7.884507643373816,1.7535490278192458,2.1403799503720324,gold,red,854,905,886
coloni,1990,7.849053797483879,2.173708988188794,1.9379515697653784,gray,black,853,921,874
ram,1984,7.7577283692268,1.2933663055033335,1.5912550294680021,gray,black,852,859,847
ram,1983,7.732027908874216,1.6161234882403843,1.629201160326978,gray,black,851,897,852
simca-gordini,1950,7.632301205509184,0.2992949429282438,0.5047209764790849,gray,black,850,665,695
bmw,1969,7.5909756280143545,0.42758797389616293,0.22125015358627168,gray,black,849,700,613
tyrrell,1987,7.539131052990845,0.770172589927047,0.8138357316623437,white,cornflowerblue,848,770,764
scarab,1960,7.4610334736712876,1.0686588070450092,2.6564559142462825,gray,black,847,821,905
cooper,1957,7.413959138217136,0.567834756815752,0.8093889113719142,gray,black,846,738,762
pacific,1995,7.34972511859137,1.0253148331179005,1.4217041378801176,silver,violet,845,814,831
lola,1987,7.332517408730986,0.7842663552074003,0.7259213495558272,gray,black,844,771,742
connaught,1956,7.274598387071606,0.16639658380716352,0.6005739639175163,gray,black,843,620,716
lola,1985,7.167831379407942,0.8420085810019079,1.2357209985859055,gray,black,842,784,819
osella,1984,7.127766776697428,1.0123036475326788,1.1561090946392236,gray,black,841,811,809
lds,1968,7.116321809540947,1.5244528553251817,1.1241512657943253,gray,black,840,889,805
behra-porsche,1959,7.010826298476244,0.8342491221544271,1.7188635483435815,gray,black,839,782,862
virgin,2011,6.986511244807015,1.4645426240969128,1.9310017710821878,black,red,838,882,873
cooper,1953,6.978027818829935,0.025433415998670692,-0.19127349895604936,gray,black,837,569,440
lds,1963,6.953666341067688,0.9717547059949848,0.8838154779348488,gray,black,836,806,778
brm,1951,6.9482465081252816,-0.4932208843762598,-0.6022238923898172,gray,black,835,351,292
hrt,2010,6.937696345570849,1.7812156025715058,3.282655723095978,gold,red,834,906,917
fry,1959,6.913487791907597,1.2737109378335185,0.770846582258966,gray,black,833,856,752
alfa-special,1963,6.841180401810094,0.9382459230296405,0.8605571758839318,gray,black,832,799,775
brabham,1962,6.692895872232718,-0.28563141863193603,-0.40469445568595713,silver,darkslategray,831,428,365
toleman,1981,6.692637819816379,1.2934378375709772,1.114484395655147,gray,black,830,860,804
gordini,1953,6.689003047788698,-0.31013491799958215,-0.40951224682507564,gray,black,829,422,363
shannon,1966,6.68122463777768,0.6459675788221255,1.6229933899905573,gray,black,828,746,851
alfa-special,1965,6.570382296981921,0.5142570965958303,0.5395926075812761,gray,black,827,720,704
fittipaldi,1982,6.445540350794397,1.3172109764490991,0.9102781234902155,gray,black,826,863,785
osca,1953,6.420907324864066,-0.202512052328677,0.07711639052721381,gray,black,825,474,567
tecno,1969,6.379116723015436,0.12210804750126035,-0.01933253769200432,gray,black,824,605,515
ags,1991,6.375655840068951,1.226340453385474,1.355716184909699,gray,black,823,849,827
matra,1966,6.318047477017438,0.2357831021272478,0.09435881091123353,gray,black,822,644,573
osella,1983,6.278868311017791,1.1222004782611974,1.0238769728854715,gray,black,821,832,795
minardi,1986,6.218682700651639,0.6717802291560089,0.6783492144054414,skyblue,grey,820,754,732
eurobrun,1989,6.142223860017553,1.4461675756630463,1.072096286005766,gray,black,819,878,799
modena,1991,6.123142484267683,0.9716587852409143,0.8505800802922484,gray,black,818,805,773
footwork,1991,6.120308720967875,1.0402741665512414,1.041440138871133,white,indianred,817,816,796
theodore,1982,6.112826842919698,1.1666806893779804,1.1080786705171053,gray,black,816,837,802
minardi,2004,6.08246185493396,2.0056280636196706,3.62942448681782,skyblue,grey,815,918,923
brabham,1992,6.0738744751552725,1.2126244422966157,1.3942548135000519,silver,darkslategray,814,846,830
bellasi,1970,6.03949801068051,2.2456441207823574,3.147623544224111,gray,black,813,923,912
rebaque,1979,6.018850785682037,1.422005152165432,1.9544212178773086,gray,black,812,874,875
gordini,1954,5.96170341085721,0.08506962022189624,0.028103781644858133,gray,black,811,590,549
forti,1996,5.934786357453533,1.9678334024435489,2.587986237692914,ghostwhite,darkgreen,810,916,902
era,1950,5.9152157521450475,0.23367430962891836,0.646386977831737,gray,black,809,642,721
zakspeed,1986,5.901153209285967,0.5543370264789131,0.7443688599679097,gray,black,808,735,747
ats,1963,5.839024318255354,0.32939604729931926,0.4761111243364201,gray,black,807,676,689
ensign,1979,5.779836634590375,1.4657481609330545,1.6393328537466683,gray,black,806,883,854
marussia,2015,5.779168463352628,2.1860865883295775,3.1749155596374443,gray,black,805,922,913
hrt,2012,5.69657315893748,1.9233517475092612,3.596316808164548,gold,red,804,914,922
eagle,1968,5.696383770883555,0.7285041676326092,0.03488745307637561,gray,black,803,759,552
ram,1985,5.694866059542636,0.4528734018280248,0.8864337425670469,gray,black,802,709,779
politoys,1972,5.67640204081025,1.7192418079807639,2.529340348037232,gray,black,801,903,901
marussia,2013,5.658967837391014,1.499146746770614,2.6056819638486375,gray,black,800,887,903
brm,1977,5.605922335777556,2.0024855890137854,2.130676107750569,gray,black,799,917,884
tyrrell,1985,5.563114659688369,0.4733419492989781,1.1290365778819926,white,cornflowerblue,798,713,806
zakspeed,1987,5.537624191383417,0.32153954603148316,0.29016514448436626,gray,black,797,674,634
alta,1952,5.536765660580692,0.0512256866944293,0.0101708924048058,gray,black,796,579,540
simtek,1995,5.533414815763789,0.5246349104447486,0.336522784801607,dimgray,midnightblue,795,724,651
osella,1988,5.519239546820246,0.9136660955763608,0.7582418961391791,gray,black,794,795,750
frazer-nash,1952,5.493372834627071,-0.09502806471471721,0.22042181682241674,gray,black,793,524,612
coloni,1988,5.4654349794056,0.8854014973104174,0.8160535781898115,gray,black,792,792,766
zakspeed,1988,5.44136931356595,0.9485764570757342,0.8434998940039274,gray,black,791,802,771
jbw,1960,5.412239825395303,0.13782129195192297,0.7751455343523332,gray,black,790,612,754
rial,1989,5.384866142043182,1.483189147852568,1.8975292291062815,gray,black,789,885,872
simtek,1994,5.351518795998757,0.8364099058249674,1.6716892284496006,dimgray,midnightblue,788,783,859
lola,1993,5.331963392523228,1.3209576353783974,1.609841063014525,gray,black,787,864,850
hesketh,1978,5.313866786595298,2.07414537668978,1.9975394767426784,gray,black,786,919,877
porsche,1957,5.303567384943652,-0.10868217217625041,-0.042549650714645025,gray,black,785,518,503
lotus-racing,2011,5.299424729382605,0.8095933885038611,1.0016507558675039,gold,green,784,776,793
honda,1964,5.286189056064355,0.3326549540550343,0.3636959977569876,gray,black,783,680,660
ags,1990,5.280197296861322,1.0743072814351649,0.816548627942601,gray,black,782,822,767
eurobrun,1988,5.232564563610541,0.852078588467764,0.7204511547229899,gray,black,781,787,739
lotus,1991,5.203119664712317,0.6520233137380417,0.6809905140461292,gold,black,780,749,733
osella,1980,5.175485831820836,1.0763017415052236,0.6781097836773056,gray,black,779,823,731
march,1982,5.134466510445547,0.812058536349814,0.7461434605541372,steelblue,gold,778,778,748
spirit,1983,5.11958408963016,0.39702970722509184,0.13324737001173942,gray,black,777,695,588
minardi,2005,5.0725043273623776,1.6311007464542153,2.389347830274302,skyblue,grey,776,898,894
connaught,1957,5.064306082265881,0.19387127715347705,0.25941952287561354,gray,black,775,628,631
fondmetal,1991,5.027762229679559,0.5446939447516697,0.7232731169885556,black,black,774,732,740
super-aguri,2006,5.005902773444555,1.7004885778035457,3.2611758522736833,gray,black,773,902,915
derrington-francis,1964,4.9715641731343565,0.2968702217523421,0.8301424732019633,gray,black,772,664,769
maserati,1952,4.966625169027975,-0.14283060424893146,0.0588841139225599,gray,black,771,505,561
caterham,2013,4.948134284043013,1.2811450845566565,2.0412334352303896,seagreen,darkgreen,770,858,880
afm,1952,4.925491709322684,0.5272640226588506,0.7194568101083681,gray,black,769,725,738
virgin,2010,4.898688132147981,1.1267612915046363,2.404828231023271,black,red,768,833,895
ligier,1987,4.891460734834025,0.24383261342258064,0.30000693184960164,white,cyan,767,647,639
onyx,1990,4.870454350467619,1.0961552034471604,0.7807375817480042,gray,black,766,825,755
brm,1976,4.853391102991766,2.1108576317935404,3.1132278711662247,gray,black,765,920,910
minardi,1987,4.84975876346307,0.1519445254498904,0.16865500938515743,skyblue,grey,764,617,597
vanwall,1954,4.844410262567138,-0.2938255278145682,0.23888214398129415,gray,black,763,426,625
lola,1991,4.838334689093589,0.49665301050659605,0.4654413116850241,gray,black,762,717,684
ligier,1988,4.828956368755653,0.6703400100981587,0.5530717481554761,white,cyan,761,753,706
lola,1967,4.816659396090024,-0.09120620667773634,0.0619936359813047,gray,black,760,525,562
amon,1974,4.719129509783377,1.277998902224355,1.4618770520564666,gray,black,759,857,833
gilby,1961,4.711840005484602,0.545776830596369,1.4716162024943895,gray,black,758,733,834
marussia,2012,4.685118242197629,1.4597232912365046,2.9788790795940727,gray,black,757,881,907
eurobrun,1990,4.683386910494548,1.0625172864120964,0.9131834398019365,gray,black,756,820,786
theodore,1983,4.645139968296178,0.4565864654249116,0.36703512277611605,gray,black,755,710,661
sauber,2017,4.642450149598609,1.2483188823446145,1.1684913864414919,white,red,754,854,811
ligier,1983,4.639483361666836,0.4363954627261315,0.3361302556673632,white,cyan,753,703,650
lotus,1958,4.635004285003342,0.035190014622425325,0.0749434177196217,gold,black,752,571,564
arrows,1986,4.631727963448164,0.18965381853614371,0.2634377146319245,gray,black,751,626,632
ats-wheels,1981,4.625854124519854,0.7291279640912721,0.8753854732809476,gray,black,750,760,777
connaught,1955,4.61474284800024,-0.15317115481266555,0.23805556216821006,gray,black,749,498,624
maserati,1950,4.573741158894928,-0.07982039721452078,-0.4184022185698777,gray,black,748,529,360
arrows,1982,4.567844775231343,0.5225530829124666,0.460244001656768,gray,black,747,723,682
tecno,1972,4.554548869202898,1.1295681758857472,1.6545722540344907,gray,black,746,835,856
tyrrell,1988,4.552645979389068,0.5296615397225385,0.3808622776749191,white,cornflowerblue,745,726,664
ensign,1982,4.550201278965093,0.6500475762270277,0.5592385536236788,gray,black,744,747,707
caterham,2014,4.532860998276394,1.4763186972204196,2.131236850557287,seagreen,darkgreen,743,884,885
lola,1963,4.520958501029879,0.10621747907326985,0.21461069619709847,gray,black,742,601,611
osella,1982,4.509012155473444,0.500349519284344,0.5032894457786228,gray,black,741,718,694
arrows,1984,4.496545115637703,0.27133454406165025,0.2327061236684174,gray,black,740,654,619
shadow,1980,4.46671899678531,1.0497212078518772,1.5898710759091172,gray,black,739,817,846
minardi,1995,4.456269921355084,0.19515009191470972,0.4288121793651694,skyblue,grey,738,629,669
bellasi,1971,4.450498645541746,1.3287877607991567,1.8240260861114375,gray,black,737,866,869
ligier,1991,4.445409041112245,0.3028910827227305,0.2029150912324456,white,cyan,736,666,607
minardi,2003,4.432106385047015,1.5196152402290959,2.4113662316818933,skyblue,grey,735,888,896
fittipaldi,1975,4.427543109275908,1.4025395679090653,1.6491635473571566,gray,black,734,871,855
osella,1990,4.421346800260112,0.6820391128461895,0.572360902845281,gray,black,733,757,711
manor,2016,4.405149094239359,1.0971898114292744,0.9035073371740153,gray,black,732,826,784
lotus-racing,2010,4.396787833454262,0.9175987219807066,1.99331620870654,gold,green,731,797,876
march,1981,4.375006985908097,0.7057081998362392,0.6618676183960779,steelblue,gold,730,758,726
vanwall,1959,4.371114910551666,0.4136488897787315,0.1927116455647415,gray,black,729,697,603
gordini,1955,4.326072591225149,0.06127928464474854,0.17986420252709204,gray,black,728,585,600
zakspeed,1989,4.267521745158398,0.6066390902406583,0.4580731800581751,gray,black,727,741,681
ats-wheels,1982,4.2460107011442245,0.44629113736915654,0.28276026307671753,gray,black,726,707,633
minardi,1988,4.232477365208598,0.3857913848457013,0.2221906866607425,skyblue,grey,725,692,614
aston-martin,1960,4.226054381946078,0.32734130640498926,0.5193578847969783,darkgreen,darkolivegreen,724,675,701
maki,1974,4.198017805838925,0.6018040272771207,1.5738117721120555,gray,black,723,740,845
osella,1981,4.192355020349827,0.6802724083487398,0.7242686753051262,gray,black,722,756,741
arrows,1990,4.17358755462651,0.6190098098322688,0.4743083859344457,gray,black,721,743,686
footwork,1995,4.149022519470503,0.0859513099869901,0.23514521809440114,white,indianred,720,591,620
minardi,1992,4.147470796635082,0.3451171553657409,0.23179597895977974,skyblue,grey,719,683,618
tyrrell,1983,4.141633697192129,0.22990654071184677,0.1098871309099429,white,cornflowerblue,718,636,579
minardi,1998,4.128481330967151,1.239868686192922,1.1497190438588214,skyblue,grey,717,852,808
arrows,1983,4.122542485590722,0.2311019707987469,-0.009274892032527666,gray,black,716,639,525
jordan,2005,4.122186318259045,1.229585961341727,2.0290113686844893,yellow,black,715,850,879
tyrrell,1986,4.110689950761647,-0.013632305564216114,0.15801445410240617,white,cornflowerblue,714,557,595
toleman,1982,4.091846728926886,0.33316231461878687,0.011026529997612446,gray,black,713,681,542
vanwall,1955,4.078571303214108,-0.14301572697227588,0.011629151025458539,gray,black,712,504,543
lyncar,1974,4.072547291409815,0.5632973710528077,1.4988683543924337,gray,black,711,736,837
minardi,2001,4.067500938078897,1.2219860086898766,1.1705993164871134,skyblue,grey,710,848,812
dallara,1988,4.038977344126417,0.3316834974501881,0.3254409133308925,black,indianred,709,678,647
theodore,1981,4.037905376858992,0.47148915485283,0.48658116063548496,gray,black,708,712,691
cooper,1968,4.033878139690301,0.6594049434376713,1.0492078480747036,gray,black,707,752,797
matra,1967,3.9898813406284077,0.5179913412384702,0.3297961846035159,gray,black,706,722,649
hesketh,1976,3.9829722614254504,0.8516667924803557,1.5205729181510215,gray,black,705,786,839
hwm,1952,3.9787916386659825,-0.1417342741183096,-0.23682119999400453,gray,black,704,506,418
williams,2019,3.973146554438454,1.694934512851962,1.9987095057916588,white,navy,703,901,878
