constructorId,year,diffPCT,Z_Score,robustZ,color,edgecolor,rankPCT,rankZScore,rankRobustZ
williams,2014,0.5611510949376299,-0.8179078175447744,-0.8201112134559675,white,navy,244,211,200
wolf,1977,0.5576633037408045,-0.7957247720764449,-0.6415887712094442,gray,black,243,220,273
jordan,1997,0.5535035118146192,-0.6373599177729452,-0.5087294259598193,yellow,black,242,292,328
bar,2005,0.5515882719475731,-0.5549070211414486,-0.6875974558490852,gray,black,241,326,248
aston-martin,2023,0.5456266168435828,-0.5226244716938292,-0.48192118168813564,darkgreen,darkolivegreen,240,336,339
brabham,1979,0.5446800588221994,-0.7495181501065066,-0.808851468535678,silver,darkslategray,239,243,204
red-bull,2018,0.5374043017464295,-1.0475991958693416,-1.1280681691594625,darkblue,red,238,128,95
stewart,1999,0.5369585488142036,-0.6933138301141345,-0.6715162064629683,gray,black,237,267,262
brabham,1969,0.5248754944665878,-0.7247789909078809,-0.6744907594765952,silver,darkslategray,236,252,257
benetton,1997,0.5227231792765077,-0.6526916749817364,-0.522755543779693,green,blue,235,283,325
brabham,1963,0.5063071016257754,-0.8892581506271646,-0.7787598623908515,silver,darkslategray,234,183,214
porsche,1961,0.5016021917702858,-0.6727179021828642,-0.4529668335700664,gray,black,233,278,349
hesketh,1974,0.49962807751651117,-0.6998963624663419,-0.6342226544332163,gray,black,232,263,278
brm,1964,0.49227776145905144,-0.9985088751850772,-1.1587405355110738,gray,black,231,148,83
lotus-f1,2013,0.48367377315014826,-0.7754401366537617,-0.7046538699488784,gold,black,230,231,237
ferrari,2021,0.48109338409351615,-0.6954471494953783,-0.5798548053757022,red,red,229,266,303
toyota,2008,0.4793668451343107,-0.6024265771292068,-0.4017812010470144,gray,black,228,305,367
parnelli,1974,0.47866761489587173,-0.619380031412818,-0.4998468640756871,gray,black,227,296,332
ferrari,2013,0.47353744616284243,-0.7757411837993808,-0.6790836984914167,red,red,226,230,253
williams,2015,0.4708032437567766,-0.5999940440472737,-0.7591498824987017,white,navy,225,306,221
williams,2010,0.46561582180352235,-0.5966692270766808,-0.37961008859798456,white,navy,224,309,380
lotus,1966,0.4653188219368426,-0.8306384026929362,-0.770846582258966,gold,black,223,210,217
ferrari,1954,0.46448149639140923,-1.0231750459288576,-0.9414766851027475,red,red,222,143,153
mercedes,2012,0.4557126412263445,-0.6765294543705214,-0.4662186855207041,cyan,black,221,275,342
jordan,1999,0.4510187992844742,-0.8463830775069137,-0.8599918654100243,yellow,black,220,197,188
mclaren,2004,0.44802274128157404,-0.6133823047996074,-0.48295709199787507,orange,darkorange,219,300,338
mclaren,2023,0.44223842285125653,-0.5936709957399089,-0.6831508229989731,orange,darkorange,218,312,250
mclaren,2021,0.4276984880836215,-0.7341403571113537,-0.6143095616018013,orange,darkorange,217,248,288
renault,1979,0.41032536261549346,-0.7523643060071934,-0.8021334330827238,yellow,black,216,241,207
brm,1960,0.4085181027976551,-0.8546016637565969,-0.8134057297906334,gray,black,215,193,201
mclaren,2003,0.4057960698240197,-0.6664445928021222,-0.8588236394521916,orange,darkorange,214,281,189
ferrari,2012,0.40517978592795323,-0.7142612739849438,-0.5499364236796681,red,red,213,257,313
renault,1984,0.40451111440506304,-0.9935069351388741,-0.9060681168737615,yellow,black,212,149,166
ferrari,1964,0.39850286371527766,-1.0271235294212562,-1.1311772112055398,red,red,211,140,91
bmw-sauber,2007,0.3936476344289134,-0.8570535506455843,-0.7422409473704497,gray,black,210,191,225
ferrari,1977,0.38129909486383606,-0.9293149420341481,-0.8954843188955478,red,red,209,173,172
williams,1989,0.3678137452191246,-1.0745944266573941,-1.3818282426189343,white,navy,208,115,48
mercedes,2010,0.3609322445897426,-0.6868120164790023,-0.5880433596032909,cyan,black,207,269,300
williams,2009,0.3463766636183972,-0.5238070753383548,-0.41988166483973477,white,navy,206,335,359
toyota,2009,0.3461317713886733,-0.5963540104577469,-0.7054515247377968,gray,black,205,311,236
osca,1952,0.3460500156431108,-0.5900936509743371,-0.32191604429564774,gray,black,204,313,396
eagle,1967,0.3414141494945002,-0.8410952327177689,-0.7038164446712297,gray,black,203,203,238
lotus-f1,2012,0.338967507284875,-0.7358523602210126,-0.5976964118550516,gold,black,202,246,295
ferrari,1965,0.33042611632176366,-0.9623011170810398,-0.881334592382751,red,red,201,164,181
ferrari,2011,0.33037714807782437,-0.9913629414754789,-0.8676093130767353,red,red,200,150,185
honda,2006,0.32686298509516687,-0.6713431828715889,-0.6400678123937793,gray,black,199,279,274
hesketh,1975,0.3260272195192824,-0.6164826709142986,-0.5510276457979914,gray,black,198,299,312
red-bull,2019,0.3240932264802881,-1.001956759108225,-1.0403067610864098,darkblue,red,197,147,123
renault,2003,0.32040827094926616,-0.7686911296775268,-0.6891200338948354,yellow,black,196,234,245
ferrari,2009,0.3059919741375688,-0.5974737591855008,-0.40354760636059844,red,red,195,307,366
bmw-sauber,2008,0.2920938511196016,-0.7744881266448441,-0.5914946386423976,gray,black,194,232,298
march,1975,0.2803571650262746,-0.6743107598259817,-0.6234378410153992,steelblue,gold,193,277,283
mclaren,2006,0.2710696471909083,-0.7304218584424098,-0.6785990886091529,orange,darkorange,192,250,254
mclaren,2001,0.26862117458628454,-1.0915007109682573,-0.8099131269880877,orange,darkorange,191,110,203
williams,1979,0.26845793991471845,-0.8470911025267754,-0.9267811962273828,white,navy,190,196,158
brabham,1974,0.2613555218724033,-0.8815845206927647,-0.7729040019625041,silver,darkslategray,189,186,216
matra,1968,0.2566438452458806,-0.79001440522145,-0.6979588657985901,gray,black,188,223,239
mercedes,2024,0.25621525144653534,-0.8359715291674515,-0.7229389383012452,cyan,black,187,205,230
shadow,1975,0.239430115185701,-0.76052715709422,-0.6729887121861382,gray,black,186,238,260
lotus,1984,0.2372137260464382,-1.100322804855858,-0.989715237827243,gold,black,185,107,135
brm,1971,0.23708055442608866,-0.9670460154947865,-0.915380316432522,gray,black,184,161,163
renault,2010,0.23337098190675543,-0.7021752775260046,-0.5345090617152046,yellow,black,183,260,322
ferrari,1957,0.23042656861147837,-0.9111216799938854,-0.7078387874570967,red,red,182,177,235
brm,1961,0.23014303263594882,-0.8111005997401771,-0.6645717777195864,gray,black,181,213,265
renault,2004,0.22231115399830115,-0.7003168575927649,-0.6050723469368532,yellow,black,180,262,291
march,1970,0.2202440560457647,-1.0542104148951448,-1.2182989343046,steelblue,gold,179,125,66
brabham,1981,0.21217537499731953,-1.129088761500445,-0.9424756346872804,silver,darkslategray,178,96,152
mercedes,2023,0.20893385560264405,-0.8406119963574614,-0.721291381797652,cyan,black,177,204,232
mclaren,1987,0.20720024807781123,-1.0748201270471385,-0.9226450315487236,orange,darkorange,176,114,160
lotus,1972,0.2046642438409263,-1.0080096953382345,-0.9303752154786418,gold,black,175,145,156
cooper,1966,0.18658687047325262,-0.8781550853916726,-0.660139892253689,gray,black,174,187,267
brabham,1977,0.17877351788919793,-1.0416384207272644,-1.1434957476288896,silver,darkslategray,173,130,87
cooper,1961,0.1756948233770601,-0.8543143891062632,-0.5457243417583362,gray,black,172,194,317
tyrrell,1974,0.1738636419218178,-0.7835515569322833,-0.8864367574401099,white,cornflowerblue,171,228,177
mclaren,1975,0.17175205140412597,-0.7655485866230612,-0.5960981961270355,orange,darkorange,170,235,296
lotus,1974,0.16947007247373713,-0.842323533310603,-0.8680945885856179,gold,black,169,202,184
march,1976,0.16043448579532427,-0.754334275209786,-0.759608560754022,steelblue,gold,168,240,220
ferrari,2024,0.1511822643364965,-1.037275578144817,-0.901969826482089,red,red,167,136,169
honda,1966,0.14434730531048046,-0.7582654174738405,-0.4562731608224026,gray,black,166,239,348
mclaren,1997,0.14229668432822173,-0.9160420643712817,-0.8297306961815258,orange,darkorange,165,175,198
ferrari,1982,0.12127812593359,-1.2583575229447175,-1.099705745032641,red,red,164,57,101
tyrrell,1975,0.10305811286238797,-0.7899330876758348,-0.6891536020739124,white,cornflowerblue,163,224,244
williams,2004,0.07965301144094916,-0.7440548685950101,-0.6915495584050826,white,navy,162,245,243
ferrari,1987,0.07033347760544228,-1.1192243732233156,-0.8938555335873096,red,red,161,98,173
tyrrell,1973,0.05988527266435262,-0.9792726547798997,-1.0791852151625523,white,cornflowerblue,160,153,109
ferrari,1978,0.032772334670615466,-1.1803551754295183,-0.9938027697521041,red,red,159,76,134
brabham,1980,0.025607194395531385,-1.043256692505355,-1.1932350660612467,silver,darkslategray,158,129,74
ferrari,2016,0.024053749114691048,-1.0703710919748566,-0.9051137405751412,red,red,157,117,167
benetton,1993,0.02296608556431412,-1.188219408059403,-1.468937463854296,green,blue,156,72,40
brm,1963,0.018155246709134487,-0.970984183741846,-0.9558291511299344,gray,black,155,158,149
mclaren,1972,0.006312157171506572,-1.0808103798486506,-1.202238651281697,orange,darkorange,154,112,70
renault,1980,0.0026800458876694577,-1.1555944543500605,-1.0555059099394042,yellow,black,153,87,117
brabham,1983,0.0021930971579255942,-1.2724210528240265,-1.522550474391834,silver,darkslategray,152,50,31
ferrari,2010,0.002043771925947846,-0.8441359021323608,-0.8409953052348809,red,red,151,201,195
ferrari,1958,0.0,-0.8043128585751248,-0.7218710947060473,red,red,84,216,231
lotus,1961,0.0,-0.8953312775551269,-0.6744907594765952,gold,black,87,181,256
brm,1962,0.0,-0.8749174778367961,-1.0866795569345145,gray,black,88,188,106
talbot-lago,1950,0.0,-0.6614089964080173,-0.5335394853808452,gray,black,76,282,323
ferrari,2018,0.0,-1.4609712557958359,-1.4821162963139303,red,red,144,26,38
vanwall,1957,0.0,-1.005162858961496,-0.7916946767545805,gray,black,83,146,209
ferrari,2019,0.0,-1.2530694162561975,-1.4868419613462107,red,red,145,58,37
cooper,1960,0.0,-1.041291298930082,-1.1902778108410503,gray,black,86,131,75
ferrari,2023,0.0,-1.0588191818250807,-0.9727115899766638,red,red,149,123,142
brabham,1967,0.0,-1.0524034594172216,-0.8461353613505674,silver,darkslategray,93,127,192
maserati,1953,0.0,-1.1928834574314533,-1.2359178435665688,gray,black,79,69,62
mercedes,2013,0.0,-1.0632576184670108,-1.036389503431938,cyan,black,139,119,124
ferrari,1951,0.0,-1.294279513887849,-1.0574643262980516,red,red,77,46,115
ferrari,2017,0.0,-1.3957340472174915,-1.229621738329542,red,red,143,35,64
ferrari,1963,0.0,-0.9429244493305958,-0.7798799406448131,red,red,89,170,213
ferrari,2022,0.0,-1.4543932693897155,-1.5651296282100247,red,red,148,28,27
mclaren,2024,0.0,-1.1384276935104718,-0.9863418413496257,orange,darkorange,150,93,137
gordini,1952,0.0,-0.8346033098871581,-0.8431134493457441,gray,black,78,207,193
brabham,1964,0.0,-1.1451510836660392,-1.2843428211700165,silver,darkslategray,90,91,54
mercedes,1954,0.0,-1.0379986851413243,-1.0317046156467655,cyan,black,80,135,127
red-bull,2016,0.0,-1.055510101333504,-0.9281332929772477,darkblue,red,142,124,157
ferrari,1959,0.0,-0.8858390252234971,-0.7869058860560277,red,red,85,185,210
maserati,1956,0.0,-0.9381640421510244,-0.666024348269776,gray,black,82,171,264
brm,1965,0.0,-1.155010468526366,-1.0710663449095934,gray,black,91,88,111
red-bull,2014,0.0,-0.9058502631359061,-0.7852833996930256,darkblue,red,140,179,211
red-bull,2021,0.0,-1.1464585489579129,-1.1509801449167556,darkblue,red,147,89,84
ferrari,2015,0.0,-0.8457985208462515,-0.9692657155843356,red,red,141,199,144
lancia,1955,0.0,-1.0261756109688362,-1.035699238297656,gray,black,81,141,125
brabham,1966,0.0,-0.9366197470831135,-0.8551579271935403,silver,darkslategray,92,172,191
red-bull,2020,0.0,-1.1053481854033849,-1.196479055884886,darkblue,red,146,105,71
mclaren,1992,0.0,-1.5416649929177872,-2.2660433990623288,orange,darkorange,118,17,5
mclaren,1977,0.0,-1.1604960753441882,-1.1880234968053665,orange,darkorange,103,86,76
tyrrell,1972,0.0,-1.1010321144957256,-1.2241484423446347,white,cornflowerblue,98,106,65
ferrari,2007,0.0,-1.194631311948787,-1.1751662340961748,red,red,133,68,78
renault,2006,0.0,-0.8676322696056801,-0.8586611353337733,yellow,black,132,189,190
ferrari,1990,0.0,-1.4733678196560271,-1.4919505914021345,red,red,116,25,35
mclaren,1973,0.0,-1.032392708459413,-1.2140833670578715,orange,darkorange,99,138,67
brabham,1982,0.0,-1.317943187265082,-1.3022460599988668,silver,darkslategray,108,43,50
williams,1981,0.0,-1.2402093251475825,-1.0835927321170744,white,navy,107,60,107
toyota,2005,0.0,-0.7715347622359122,-0.6489330662136171,gray,black,131,233,272
ferrari,1997,0.0,-1.0331935985548892,-0.9619837862749759,red,red,123,137,146
ligier,1980,0.0,-0.9865029199411524,-1.1508212707856273,white,cyan,106,151,85
mclaren,1974,0.0,-0.9611972095994399,-0.9429447930991207,orange,darkorange,100,165,151
ferrari,1998,0.0,-1.2608366993270497,-1.0555103053072719,red,red,124,54,116
bar,2004,0.0,-0.7845010676992907,-0.6955706351718967,gray,black,130,227,240
williams,2003,0.0,-0.8889813433876743,-1.1219291063154295,white,navy,129,184,98
brabham,1975,0.0,-0.8995751294829887,-0.862770527460498,silver,darkslategray,101,180,187
ligier,1979,0.0,-1.027839718978702,-1.0468096587076758,white,cyan,105,139,120
ferrari,1999,0.0,-1.1798722029504545,-1.2334199685284,red,red,125,77,63
brabham,1978,0.0,-1.1763416114968033,-0.8649993473951387,silver,darkslategray,104,79,186
williams,2002,0.0,-1.3112078909240763,-1.5512476781952704,white,navy,128,44,28
williams,1991,0.0,-1.7261325040375382,-2.037558694782491,white,navy,117,7,7
williams,2001,0.0,-1.21685961178009,-0.9074212238652613,white,navy,127,65,164
ferrari,2000,0.0,-1.511185270607527,-1.9163866451722003,red,red,126,21,12
tyrrell,1976,0.0,-0.8359398434847786,-0.8788880699419765,white,cornflowerblue,102,206,183
ferrari,1996,0.0,-1.1344593005518497,-1.1263239610175917,red,red,122,94,96
williams,1986,0.0,-1.2616023998676251,-1.2774489935478335,white,navy,112,53,56
lotus,1969,0.0,-0.949722077563747,-0.9073506645339913,gold,black,95,168,165
ferrari,1989,0.0,-1.2497383545227934,-1.6874202568288301,red,red,115,59,19
mclaren,2011,0.0,-1.1163659437553113,-1.0077568426988068,orange,darkorange,137,99,132
mclaren,1993,0.0,-1.1911873307694758,-1.286051964109769,orange,darkorange,119,70,53
ferrari,1970,0.0,-1.131540859591561,-1.5976999865101849,red,red,96,95,24
lotus,1987,0.0,-1.122281147817923,-0.8935831863662846,gold,black,113,97,174
renault,1983,0.0,-1.2712783465523687,-1.5437447597877,yellow,black,109,51,29
ferrari,1971,0.0,-1.060180888530364,-1.1466342911102119,red,red,97,122,86
red-bull,2012,0.0,-0.9142399968918917,-0.8889565885362523,darkblue,red,138,176,176
ferrari,1988,0.0,-1.4258435521973387,-1.6395414410933271,red,red,114,32,23
mclaren,2010,0.0,-0.8345848972201884,-0.9013649240278135,orange,darkorange,136,208,171
williams,1985,0.0,-0.9639822174641294,-1.1410435726393375,white,navy,111,163,88
williams,1994,0.0,-1.1691074237510906,-1.6764445251706976,white,navy,120,82,20
lotus,1968,0.0,-0.9734814457296963,-0.9744121356962516,gold,black,94,155,139
brawn,2009,0.0,-0.9717207587042064,-0.8838154779348489,gray,black,135,156,179
benetton,1995,0.0,-1.138556054133739,-1.0702975535146078,green,blue,121,92,112
brabham,1984,0.0,-1.1128352097616796,-1.095832846808018,silver,darkslategray,110,102,104
mclaren,2008,0.0,-1.091098439119889,-0.9743296389303497,orange,darkorange,134,111,140
benetton,1994,-0.0033567554339684613,-1.1670519079552062,-1.6986024413740235,green,blue,75,84,17
ferrari,1979,-0.008658703967247217,-1.0539791540750099,-1.0099032838902282,red,red,74,126,130
ferrari,2008,-0.017804058438571108,-1.114210612199856,-1.0091578432050152,red,red,73,100,131
red-bull,2022,-0.03368603054820549,-1.456166968755982,-1.5430848206767287,darkblue,red,72,27,30
lotus,1964,-0.038760972261272175,-1.1866001554462131,-1.3014502909363832,gold,black,71,73,51
matra,1969,-0.061900108013539734,-0.9716024196654417,-1.011736139214893,gray,black,70,157,129
lotus,1960,-0.06429921825180374,-1.0239764277819394,-0.8813569080406329,gold,black,69,142,180
renault,1981,-0.0679865697752321,-1.2340041609035233,-1.172576243397773,yellow,black,68,62,81
mercedes,2018,-0.09387343459930239,-1.5204216780092785,-1.4679456828373574,cyan,black,67,19,41
red-bull,2009,-0.10540149474430058,-1.1626453572883637,-1.0631619996886301,darkblue,red,66,85,114
mclaren,2000,-0.10777543335536785,-1.5977615917868044,-1.9831055844458763,orange,darkorange,65,14,8
mclaren,1984,-0.11032173348223706,-1.1776117272187823,-1.040653778039206,orange,darkorange,64,78,122
lotus,1962,-0.11782148013016763,-0.9205657200428933,-1.0791852151625523,gold,black,63,174,108
mclaren,2012,-0.13190469704201166,-0.9694501512778831,-1.0324559197404461,orange,darkorange,62,159,126
lotus,1965,-0.13340033114833538,-1.1752691156241362,-1.1349960191819881,gold,black,61,80,90
lancia,1954,-0.14158413519196558,-1.6131716546433719,-1.490979573579842,gray,black,60,12,36
red-bull,2024,-0.14177732396327541,-1.3590120836613977,-1.278033497590184,darkblue,red,59,39,55
mercedes,2019,-0.14916112595798114,-1.3646882714886532,-1.6920666455267832,cyan,black,58,38,18
red-bull,2013,-0.1690368881411313,-1.1849463173183477,-1.125876306099892,darkblue,red,57,75,97
lotus,1986,-0.17027838225001407,-1.3212573866881665,-1.413830814444293,gold,black,56,41,45
ferrari,1972,-0.17329151136812648,-1.1860428674293544,-1.3982827580561292,red,red,55,74,46
mercedes,2021,-0.1733180970248605,-1.264679585222395,-1.129671738607509,cyan,black,54,52,93
ferrari,2006,-0.18738301057368112,-1.0617619157079459,-1.0891813364695422,red,red,53,120,105
tyrrell,1970,-0.19542753673377072,-1.4013902413706594,-1.7121688509790494,white,cornflowerblue,52,33,16
lotus,1977,-0.19981220472765243,-1.2743314727221935,-1.1309643037688364,gold,black,51,49,92
ferrari,2003,-0.20487347454409277,-1.0389177866270192,-1.0471748913014445,red,red,50,133,119
mclaren,2007,-0.21171700919873368,-1.352705999341626,-1.3217158222480399,orange,darkorange,49,40,49
williams,1995,-0.22376953508721242,-1.2197348113419695,-1.2084895558694988,white,navy,48,64,68
williams,1980,-0.2329029949270649,-1.1461513101197025,-1.296162769250588,white,navy,47,90,52
mercedes,2017,-0.2524873067324091,-1.536421299795958,-1.3945780416538995,cyan,black,46,18,47
lotus,1985,-0.2551783034693287,-1.0410033056957881,-1.1627328246012765,gold,black,45,132,82
mclaren,1991,-0.260120314548542,-1.839143731722834,-2.450983223614993,orange,darkorange,44,6,4
red-bull,2023,-0.28144327740028413,-1.230690237957331,-1.0644674912486223,darkblue,red,43,63,113
ferrari,2002,-0.28319752729100767,-1.5057019618272398,-1.9177916986039596,red,red,42,22,11
ferrari,2001,-0.3143460295114789,-1.4291279905666445,-1.1934184451559118,red,red,41,30,73
ferrari,1976,-0.3279995027054624,-1.01409778112496,-1.0520589563575153,red,red,40,144,118
tyrrell,1971,-0.38516838079845517,-1.1681344340282789,-1.5127864176832209,white,cornflowerblue,39,83,32
ferrari,1953,-0.3922832135106074,-1.2810223786487305,-1.1732280188159432,red,red,38,48,79
mercedes,2020,-0.4045064803238885,-1.6796918262786789,-1.9018990967318656,cyan,black,37,9,13
mercedes,1955,-0.4216439105603412,-1.1140803345154275,-0.9864878220152342,cyan,black,36,101,136
vanwall,1958,-0.4837826422346506,-0.9790672039545463,-0.9180568670653657,gray,black,35,154,161
red-bull,2011,-0.4890674472456629,-1.3074045741110853,-1.2446579696082671,darkblue,red,34,45,61
lotus,1963,-0.49137175744991285,-1.0966981158425049,-1.0408618765559277,gold,black,33,109,121
renault,2005,-0.49173657975527546,-1.0381128862378268,-0.9594591747566252,yellow,black,32,134,147
ferrari,1966,-0.5165048083148096,-1.0759005254644403,-0.9024436550404445,red,red,31,113,168
ferrari,1975,-0.5456564681457108,-1.0737823522738033,-1.1158354128885464,red,red,30,116,99
mclaren,1999,-0.5533355708624297,-1.5949054841215144,-1.8017775661226443,orange,darkorange,29,15,15
mclaren,1998,-0.6034325966867842,-1.6284899671910495,-1.4312600561523978,orange,darkorange,28,11,42
alfa-romeo,1951,-0.6036149451552113,-1.3875617814816796,-0.972340337473962,white,red,27,36,143
williams,1996,-0.6240482560450982,-1.4533766677229902,-1.4930326090451271,white,navy,26,29,34
ferrari,2004,-0.6241918101261996,-1.0989063055597428,-1.2518714219932452,red,red,25,108,59
williams,1997,-0.6475644476470728,-1.4277074829058198,-1.4295337593365418,white,navy,24,31,43
mclaren,1990,-0.6818968341673535,-1.8420914462238815,-1.9467034815663857,orange,darkorange,23,5,10
ferrari,1983,-0.6908348847601851,-1.5768082095970721,-1.9729756440304684,red,red,22,16,9
lotus,1973,-0.7003999807802164,-1.3980074184098679,-1.4795281175615638,gold,black,21,34,39
ferrari,1974,-0.7160745065046291,-1.3185394601477434,-1.261297720221233,red,red,20,42,57
mercedes,2015,-0.7373029880182763,-1.2375583991362165,-1.576945294804165,cyan,black,19,61,26
red-bull,2010,-0.741682628041435,-1.1069093153065925,-1.1358241683285328,darkblue,red,18,103,89
renault,1982,-0.7487577532281666,-1.6489588243810298,-1.882669323165937,yellow,black,17,10,14
lotus,1978,-0.762992554889851,-1.6104633632950767,-1.2543087869453386,gold,black,16,13,58
mercedes,2016,-0.8433582027500846,-1.7082686812986836,-1.6410290642935719,cyan,black,15,8,22
mercedes,2014,-0.9043914165306745,-1.4780403948805638,-1.5904896225603593,cyan,black,14,24,25
lotus,1967,-0.9152664044846897,-1.2869758450906108,-1.17290963394926,gold,black,13,47,80
ferrari,1968,-0.9792341076324136,-1.0669448102924832,-0.8807044948579746,red,red,12,118,182
maserati,1957,-1.0460107010404571,-1.1885385547465106,-1.0991701265544513,gray,black,11,71,102
cooper,1959,-1.0958403541749198,-1.1727869025576618,-1.0973445817638452,gray,black,10,81,103
ferrari,1961,-1.3343506017554503,-1.2586911714113285,-1.1094884231970081,red,red,9,55,100
williams,1987,-1.3398952379287192,-1.4780632202236463,-1.1791393464026445,white,navy,8,23,77
mclaren,1989,-1.4403290785903853,-2.012961580137151,-2.6713307727001903,orange,darkorange,7,4,2
mclaren,1988,-1.4869003011366875,-2.1314905716863706,-2.2100770411179007,orange,darkorange,6,2,6
williams,1992,-1.528464846399214,-2.211156736219731,-3.2267210436190163,white,navy,5,1,1
ferrari,1956,-1.5905516821629915,-1.2020935925964942,-0.9742644303550819,red,red,4,66,141
williams,1993,-1.802552330444946,-2.104698984366477,-2.5994272263182987,white,navy,3,3,3
ferrari,1952,-3.552120230975823,-1.5136146260904701,-1.4185718354071248,red,red,2,20,44
alfa-romeo,1950,-4.842869904498815,-1.375696462381324,-1.2506005632834223,white,red,1,37,60
